Iron_Ore_Price,Global_Demand,Global_Supply,Freight_Rate,Stockpile,Production_Volume,Production_Cost,Exchange_Rate_USD,Interest_Rate,Inflation_Rate,GDP_Growth_Importer,Tariffs,Steel_Production,Carbon_Emissions,Aluminum_Price,Copper_Price,Nickel_Price,Ore_Grade_Hematite,Ore_Grade_Limonite,Ore_Grade_Magnetite,Ore_Grade_Siderite,Mining_Location_Brazil,Mining_Location_India,Mining_Location_South Africa,year,month,day
12532.9251549686,1851.97338298658,1741.41096788174,3262.79492004106,58.4220434827512,190935.288353774,4662.35453941948,7.55378350208618,8.58654993825196,1.45625829559524,4.99282175079155,8.43961495872149,1658.67704180012,1.87994753408476,37062.670817039,135795.935516454,259614.788081604,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,1,26
13802.6167703131,2372.47109010175,1728.95738746661,3755.27929643622,53.57893013418922,163270.042616779,4822.08293889873,7.39545272879127,5.68410482925444,1.0975132380526,4.51421530999543,12.0444945166285,1811.31301368095,1.94046991921856,47162.2026540543,141456.841620766,248636.34182245118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,1,27
16181.5921127649,1732.32008943101,2225.7927970055,3852.78578350764,99.050601786855,137993.587742549,5002.91598493568,5.80149578776397,8.74729776418063,5.02852396240601,2.25941038796996,6.40698796572586,1826.37987798806,2.53887332320219,49568.8062058134,126587.237295864,296493.975452637,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,1,28
11474.8931934451,2091.06299808716,2058.00478662747,2731.36775811496,90.0567379939386,174265.800640848,2831.2766517485,5.73362132895289,1.04899338272521,1.54084693775379,6.71116859745583,3.50312702889552,1884.6978884204,1.2104837961553,36268.8142512298,102907.060434169,222656.961765891,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2022,1,29
6913.70454193345,1792.67105780222,1706.47299825559,2071.3634779015,43.4320536361939,62028.0135218169,3898.68702410824,5.68196621321008,1.31657168378436,5.93348398040211,4.63612989125241,14.9178862257455,1578.35464788145,1.9830533859222776,29800.1851332469,93782.4181617897,162124.110083219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022,1,30
9256.63858698086,2196.12581311794,1908.22639285784,3362.64725757633,27.5649865496785,121525.831659968,5085.97113558483,6.0177120215866,9.20639434273068,4.09674124479418,3.62528821695907,14.3485628617823,1870.75862616349,2.37725460458999,39652.7994716599,109924.068738192,196678.209439701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,1,31
10446.2344459795,1617.78629464651,2030.70861754886,1753.0041497869,54.0453283665929,144513.969029249,6849.09432316892,6.49459615868505,7.97798736897324,4.2543319762707,2.79063284816534,12.6521875368827,1799.7141960552,2.48332161895263,38998.0864714965,115215.8797308178,235812.829845866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022,2,1
14688.758619974,2372.83894057069,1658.42485949256,2692.22208650055,76.7477306652438,174297.935917743,5638.15568849844,6.31600331609472,5.05635452425347,1.99445851469008,3.69263317363417,10.3256081907888,1528.78593265139,2.46893677175064,49199.0899850824,104365.496074419,239029.069596374,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2022,2,2
13561.6745700336,1908.41058724527,2217.69145788513,2075.73538457461,54.3312163677967,167520.43400739,6613.01878546978,5.65481959634448,7.78249118330188,3.4788705494858316,2.10255801511694,4.42298442104545,1888.7228141267,1.94118363160356,42542.98454658314,115215.8797308178,291640.693292504,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2022,2,3
10341.4508884676,1712.44541701181,2162.52247480907,2969.89322112362,53.4862776982301,91560.3874570099,5811.06029157088,5.39135422983085,9.60075515551079,4.29675151549625,3.81779077674148,13.7011940724604,1691.54014066659,1.4228003691218,34621.1735062924,108680.019054844,248636.34182245118,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2022,2,4
19797.7287318946,1566.14707259701,1953.64474150364,1721.19673868052,85.440737897362,191132.02543388,4958.584844462,5.03773343745858,7.94880571493156,5.54863418967098,4.65742963652252,4.13335005181843,1665.19046716481,2.0732578086036,53766.5837849633,121980.932499601,331170.935428717,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2022,2,5
14086.6222903533,1652.78211457878,2276.98863068141,1574.77883720447,42.5263401160467,68651.8762146305,2960.11684568172,5.46188971599951,8.58134200436489,5.91195277258783,6.35933122925472,12.0121424201524,1724.03757579081,2.91596410721819,52911.2625365118,135426.65297674,260370.379646435,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2022,2,6
8558.40187603991,1967.79655370041,1892.43268549256,3754.71726002631,87.3815207330481,181270.042793172,5333.42825946256,7.11606911058235,7.84545923251055,1.99015473315546,5.43687208848898,13.7738725191195,1673.08753865306,2.17705136278672,46859.4964029341,89456.1677396906,219037.011528184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,2,7
6526.73708930605,1803.30285878815,2288.87722332554,1305.41104884861,46.6124320856551,195641.037440692,5116.89782979953,6.486525939607006,2.51389983190187,1.67059811354895,4.469526785885151,7.7306448200705535,1669.14279610495,1.02209429042555,46748.9372337707,81567.0601816963,171479.626678525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2,8
12532.9251549686,2245.99502929434,2067.54399916253,2517.87372320479,39.5409795110505,76573.0284833938,5012.34585228633,6.40580543036452,8.50216698681163,1.28200678880395,2.7387316221898,12.0458432683676,1904.03883385031,1.11942180975278,43967.5296813274,93661.5813589827,214666.510669574,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2022,2,9
8689.36592576762,1887.79877129562,2044.26989127775,1662.55834888902,50.8590920079729,158309.909630567,4448.9293399412,6.77390344676973,2.75597938021789,5.34148509080663,4.14061683909187,11.8754264880262,1562.25262718284,2.9857268672071,41222.2849413097,102358.552771343,208386.526320043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2022,2,10
7410.22059889333,1943.9211456988883,1716.16842670704,1116.789889977,78.6202262807381,123401.935736098,4643.28301994637,7.66052270849482,9.03350195239732,2.47357423428234,2.97853875819393,7.7306448200705535,1985.30003392872,1.14389271847888,35829.362128077,89913.3769262296,215263.465780534,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2022,2,11
7798.50536076958,2055.43048794362,2217.34943081325,1108.05645487427,21.3401825077594,110813.423770873,3672.21263559052,7.66656529518025,5.12784908272968,1.00906016934625,2.13924888791377,10.0188671039412,1777.46582218717,1.09209032008979,36623.9462469772,86780.4814592182,216745.132629473,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2022,2,12
9276.4275304077,2136.0994951969,1899.24278154443,1525.66531631748,27.6777294284815,127442.494879651,4596.56346321151,7.23720120104407,7.09279077079925,2.11909043028214,6.02507440059035,1.40201905356665,1591.46199921065,1.70604853871731,47070.2821795696,106315.39901909,241799.984448226,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,2,13
7600.60392942132,1650.33771711085,1713.56338404773,3600.311063518,95.6300343096782,137096.783886445,2987.77952839239,5.1054709761455,5.47516763092579,2.70220540049709,2.09761285348997,7.61775214706222,1565.60774146584,2.93863440653867,33750.5359652923,78997.9074073565,248636.34182245118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2,14
18451.4813693963,1650.85729465948,1608.82526398303,1847.43623193107,25.7942464643221,190390.587237283,6025.87198680188,6.72521125725624,1.84591836474941,5.95493084748342,6.15344802599007,2.43353322210866,1795.75476606749,1.63735030746573,41591.7378802796,115215.8797308178,323290.041759526,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2022,2,15
6203.50618492463,1533.00428424018,1991.82897854686,3851.37751172588,61.0954586137949,150837.603094129,2928.88477349353,7.35975041249451,3.61650076858598,3.6177079692854,2.72051981516483,6.24524248194647,1816.49972192346,1.81976826175054,29053.1982483637,88941.2602817555,194450.294259454,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2022,2,16
12867.6708435538,2162.76181355907,1954.0047370775146,2744.86687896758,62.1383019995744,122191.692682885,2424.83144944733,5.05186413429008,9.85358668597305,2.0235697379755,6.87339205403558,12.4947311204765,1526.5128855149,2.26815412241713,47678.0861711305,100809.403137374,288680.669520787,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2022,2,17
11155.9524048449,2097.42407485962,2103.54753565841,2309.84256930629,54.066201584522,171451.255439883,4181.23013178578,6.64905384096973,9.64643276502835,2.67409172356725,5.01936955913095,14.807517594453,1621.50095706439,1.9830533859222776,46222.6898546038,110623.260103158,226792.859720483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2,18
19735.679253629,1927.16778817483,2223.18063711246,2740.26650400836,68.0270723719136,192579.923143161,5291.53719753031,7.57329243735808,5.699525696491733,2.65153843778439,5.67491485814947,4.76939747489426,1897.73096061073,2.79552715503837,50522.6417084629,174045.356663322,358181.441729172,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2022,2,19
6680.58353252078,2259.75340407227,1655.58460925012,2550.0951556788,30.6844053217856,53309.9223023436,4188.5841246677,6.4223062275268,9.96667123820703,1.09862873231587,2.55241813984032,7.97933548174764,1524.81231387176,1.9830533859222776,42542.98454658314,98218.5562840976,218234.841209492,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2022,2,20
12532.9251549686,2225.10313765504,2112.04754323825,3276.32876127197,59.7396040999073,197378.190838405,3383.77065975654,5.01231860869234,8.60996075947209,1.67591527085715,6.3105203672574,7.66947036555732,1927.54433195301,1.93362181200811,44470.4623230972,116905.084371783,245844.393125273,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2022,2,21
19542.0564991305,2026.81892795707,1731.1883608683,1847.48819791855,43.4955929722207,62919.820859552,4790.8559194522,6.486525939607006,6.49863549489029,4.47598229851605,6.19596171435769,14.3160226474659,1829.08123826316,2.72145332441326,37008.2493337369,139849.818097044,337576.934578638,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2022,2,22
12532.9251549686,2281.44415246193,2200.72393721001,2059.1511748009,69.550053366627,123401.935736098,3735.011677061,6.24990811224125,1.36112158234908,1.60125493285367,5.26496365770858,7.1787559864916,1717.2116296816,2.90615317871604,47122.8884561355,136366.560403104,312814.961651371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2,23
17256.0810642392,1685.25708903309,1954.0047370775146,3682.28290759975,22.7101189035834,92050.2128827118,4471.292125683922,5.46502600225026,9.11302146584541,2.15367138303059,4.51137432297693,10.4865930809954,1673.21642448545,1.84685046329366,43988.8605485571,136161.395890943,318487.935452584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,2,24
8868.54240567409,1600.72765745795,1978.55562848988,3839.36953945121,61.3789675155528,69826.9486630807,4471.292125683922,6.99335197127977,6.01686351337887,2.75368649202154,5.60744586565836,13.8268384966278,1509.62448192444,1.34488215858646,48139.6252401081,95036.7378472315,228370.450511792,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,2,25
7563.31381085098,1742.77465036529,2097.16995903631,3677.67468245942,26.6743319844991,115978.345957075,4511.85909986047,7.12639779471846,5.699525696491733,4.78867472251146,2.02964107668439,5.6006783930526,1912.60747287592,2.63141854000414,37998.7101396582,104213.23950424,233863.075757777,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2022,2,26
15029.6482988664,1943.9211456988883,1820.04507922862,2258.34398187194,53.57893013418922,146593.486917142,3639.41997009129,5.53363938638188,8.50986207915168,3.91200482433969,4.96220377699229,13.5318335736808,1571.36092698426,1.80652084244497,48259.3830007104,111482.778020757,284075.994461338,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2022,2,27
27337.838534651157,1978.05257520092,1929.81752925297,3341.09650902064,29.6838820291224,272550.9895670543,5685.66206978319,7.66559986557345,8.49705593680977,4.44499992494284,6.23703067464618,7.7306448200705535,1654.77099593104,2.87109107902353,50605.6379299369,144489.643050872,324031.656971828,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2022,2,28
13351.4433952089,2342.94512306546,2175.14582839733,2429.00719990329,26.4554001881935,58184.8112424048,2183.56471741533,6.32572353493677,7.28356474643414,3.83506162710086,3.78449943587377,13.9599375595069,1784.5534901814,2.89979796766196,40452.5031312014,129573.644879763,220177.1484507,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2022,3,1
13574.1903420484,1535.40918660165,1921.48563802124,2492.6195564383,84.31398564046,139919.170948807,4373.84503021825,5.42853772277577,3.62273624808443,4.41796212610934,2.54144678241458,4.05669278207139,1622.99630003562,1.22965806344273,37789.936787921,138543.395417266,241759.139447885,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,3,2
12532.9251549686,1609.89892260902,1850.4587857278,1614.04032717185,53.57893013418922,185360.491416601,4471.292125683922,7.29275479420818,4.02544231970067,1.01421076831986,4.10438624871603,6.00533391404937,1748.5702318761,2.9131079346657,39695.3905152273,115215.8797308178,202277.147165978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2022,3,3
16542.393997879,1906.97912545509,1945.94871307521,2773.39090977554,53.57893013418922,107482.304892087,6602.67942551277,7.36992350005031,3.77622291324417,5.65449072185714,5.63552224529253,13.0559386233855,1904.67141436935,1.73654065089024,55771.1995778203,120294.682856134,271872.688087353,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2022,3,4
7805.65622836285,2340.48751577511,2179.77447670605,1558.40769326004,97.2933872810671,82449.916644624,2060.01513636341,6.91788641799637,1.18041399579308,3.4788705494858316,4.469526785885151,5.38742736420628,1735.26896739513,2.29250503531438,37044.2818297851,92631.0791012202,220356.145955609,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2022,3,5
9855.18854606365,1784.54049447907,1834.64563315961,1994.69409720158,61.4134422943387,116386.601889922,4764.07437859174,7.56039665960766,6.2431201829333,3.03124547988452,3.03024280106444,9.00379549400257,1974.48867205979,1.06950016346809,44639.9357415867,121829.455085055,228103.497490312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2022,3,6
11381.5465792462,1956.51132781955,1721.63311519502,3565.0906048598,22.8701010399153,57254.4066573171,5703.31790533313,7.21211891609201,7.28950303401429,4.85519185122427,2.73775923414349,7.7306448200705535,1923.75031018817,2.77776854816766,49121.379961783,101190.916384615,233541.544885116,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2022,3,7
12614.1556802668,1537.41557314535,2098.40981423154,1621.22742763256,43.7093419041623,173073.137672041,4425.0899376202,7.64661721168097,8.68479394172683,3.17615359004712,5.98473877787612,0.844124821668611,1666.51961768169,2.28319465868973,51402.3959878462,109126.314325958,286200.547078005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,3,8
8636.1459862262,1633.50888086588,2178.18474889565,1213.47485552029,81.7959037013392,173951.121642528,2427.0151508136,6.30166414545643,2.26148890044457,5.73421275833757,2.31446311226243,6.17990984238258,1699.98106229196,2.28710893391283,40471.0213832031,101094.128756203,224486.345915616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2022,3,9
6722.55237108805,2387.96711066296,1670.44623496647,1207.02277783844,43.0651655827363,138200.069514444,6862.30695013951,7.24279138429832,5.89764834079121,3.33794474249383,5.43293251057216,8.68374798889076,1711.66336351126,2.80435231995496,41804.3450541884,96845.0405017486,203254.226432092,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2022,3,10
14159.3006366244,2368.60682679244,1767.91187892916,3822.35356150932,17.8315496472509,102965.433340758,4590.05215688049,7.99925469028713,1.07207326606404,5.37469702801335,3.83228460376595,5.89048670038412,1813.08972646225,2.01669434981468,53865.4266140323,141127.220777006,269904.222056642,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2022,3,11
9329.45829860383,1504.44598284096,1954.0047370775146,2520.7613138855,60.1106419835369,123401.935736098,5070.93122159505,7.17479359255885,1.85584282939656,5.05414056681135,5.77895621442651,8.66603655241263,1643.39786459426,1.8210332807251,49195.7641929731,123023.98791901,218458.079819191,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,3,12
13718.5733213391,2356.63060688091,1843.55898810751,2228.23621545105,86.0608766346431,133203.053718255,3183.04891353753,5.34255134071139,1.48790569785393,5.90493151399341,6.82191709392018,7.72626564257677,1984.62456941125,2.73225750458463,51810.3170653241,119755.816561465,238863.637484359,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2022,3,13
7315.44072911303,2075.20794403395,1915.24568523378,3432.63574302375,81.6333748429152,173889.846282502,4417.49042553401,6.55495616728754,7.52930230613938,5.63273890375487,2.57272649793241,10.2856084392911,1804.34211030175,2.48484102374279,39331.8331229249,78961.0494176063,169574.567577786,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2022,3,14
12217.1015278222,2281.12646506802,2124.17843587431,3507.47778373154,25.7610826117317,144718.818887453,4145.74745979161,6.76204337372908,1.72953607489842,5.49061917356439,3.57192520533729,9.74298646598084,1699.70082937056,2.8979513299298,40149.2106554299,122215.90975061,242390.869760273,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2022,3,15
12988.8414882737,1909.26587007047,2055.80330941717,1996.57309934681,70.548815297122,167660.820981919,2374.47921000991,5.52263202521417,7.44807683402911,4.65802170259734,6.05062713859428,6.3636855480987,1822.50490774578,1.9830533859222776,34091.0999081406,113410.516510116,278429.321201548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,3,16
5777.3530523364,1964.03642572132,1954.0047370775146,3080.85417242138,29.8453837092082,139784.448982663,2530.80176773733,7.88867490253411,3.24662233969525,3.4788705494858316,3.33079193025588,6.37492860629794,1697.70250526485,1.76465232912048,32379.7787660097,104769.776556677,164240.478611355,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,3,17
10049.0641729088,1939.96192223122,1846.66246262675,3313.36844755565,29.6386781096955,112121.160232349,6187.36259809387,5.52673933290384,8.89941664627245,1.53062709282451,3.0756029852302,2.11167510018348,1908.8978404897,1.89397258028283,49157.97071216,101999.524251637,221228.173552488,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2022,3,18
7016.22015408461,2100.17783179149,2189.01328715933,2963.95206059786,88.6664595974666,193691.87898892,3199.09976103295,5.53267375913966,8.31834989527432,4.44322526132195,6.12688988934485,7.69857858144688,1783.92048027586,1.51196990758155,44714.7164928012,80194.3971684938,199133.947356842,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,3,19
5950.62455709151,1625.68612928068,1929.90101717871,1454.78522440029,32.4702057466207,131167.073731826,2974.79135749315,6.486525939607006,9.62047195727749,5.89327040668982,6.93541182002985,8.80768692203545,1520.98525170303,2.32129577827713,36796.8772241954,103135.271083688,185974.192328391,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2022,3,20
19849.4034858491,1526.97623088541,2285.3734566106,3627.64925055117,33.692261186621,140763.42778108,4524.55725625069,6.39561629936501,8.95385813912228,4.63302218665934,4.78440295073982,7.14734096030739,1588.37843371173,1.72908394017777,47784.4360890893,130586.880005957,293801.668593865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2022,3,21
